"id","market","strategy","status","outcome","execution_mode","quality_gate_status","quality_gate_reasons","entry_at","exit_at","side","entry","stop","target","net_pnl","r_multiple","risk","cost_r","fees","slippage","mfe_r","mae_r","exit_reason","quality_score","trend_score","regime"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ADA-EUR:ADA-EUR:mtf:1h:resistance:0","ADA-EUR","scout_touch_rejection","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T16:41:56.539Z","2026-06-26T16:46:56.465Z","short","0.13","0.13","0.13","0","","0","","0","0","0.79","-0.69","Break Even","0.3917","0.3807","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:ADA-EUR:ADA-EUR:mtf:1h:resistance:0","ADA-EUR","breakout_retest","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T16:16:55.579Z","2026-06-26T16:21:55.865Z","long","0.13","0.13","0.13","0","","0","","0","0","0","-4.72","Break Even","0.3959","0.3894","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:ADA-EUR:ADA-EUR:mtf:1h:resistance:0","ADA-EUR","liquidity_sweep_fade","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T16:31:55.989Z","2026-06-26T16:36:56.070Z","short","0.13","0.13","0.13","0","","0","","0","0","0","-3.15","Break Even","0.3528","0.2883","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ADA-EUR:ADA-EUR:htf:4h:support:0","ADA-EUR","scout_touch_rejection","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T16:16:55.579Z","2026-06-26T16:21:55.865Z","long","0.13","0.13","0.13","0","","0","","0","0","0","-4.72","Break Even","0.442","0.47","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:ADA-EUR:ADA-EUR:htf:4h:support:0","ADA-EUR","breakout_retest","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum","2026-06-26T16:41:56.539Z","2026-06-26T16:46:56.465Z","short","0.13","0.13","0.13","0","","0","","0","0","0.79","-0.69","Break Even","0.4982","0.4386","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:ADA-EUR:ADA-EUR:htf:4h:support:0","ADA-EUR","liquidity_sweep_fade","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","cost_r_above_quality_allowance;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T16:46:56.465Z","2026-06-26T16:51:56.572Z","long","0.13","0.13","0.13","0","","0","","0","0","1.13","-0.3","Break Even","0.4672","0.3615","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:ADA-EUR:ADA-EUR:mtf:1h:support:0","ADA-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-26T17:26:57.381Z","2026-06-26T17:31:57.565Z","long","0.13","0.13","0.13","0","","0","","0","0","0.57","0","Take Profit","0.6098","0.5482","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:ADA-EUR:ADA-EUR:mtf:1h:support:0","ADA-EUR","breakout_retest","closed_win","win","primary","passed","","2026-06-26T16:21:55.865Z","2026-06-26T16:26:55.788Z","short","0.13","0.13","0.13","0","","0","","0","0","0.3","0","Take Profit","0.6158","0.4817","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:XRP-EUR:XRP-EUR:htf:4h:support:1","XRP-EUR","scout_touch_rejection","closed_loss","loss","primary","passed","","2026-06-26T00:19:29.901Z","2026-06-26T02:14:32.587Z","long","0.92","0.9","0.95","-5.69","-1.14","5","0.14","0.46","0.23","0","-1.31","Stop Loss","0.6532","0.5606","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:XRP-EUR:XRP-EUR:htf:4h:support:1","XRP-EUR","breakout_retest","closed_loss","break_even","primary","passed","","2026-06-26T01:34:31.712Z","2026-06-26T06:25:41.748Z","short","0.91","0.92","0.88","-1.36","-0.27","5","0.27","0.91","0.45","1.48","-0.12","Break Even","0.6208","0.4673","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:XRP-EUR:XRP-EUR:htf:4h:support:1","XRP-EUR","liquidity_sweep_fade","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T20:01:01.192Z","2026-06-26T20:11:01.370Z","long","0.92","0.92","0.93","0","","0","","0","0","0.37","-0.09","Break Even","0.4921","0.362","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:XRP-EUR:XRP-EUR:mtf:1h:support:1","XRP-EUR","breakout_retest","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T17:31:49.002Z","2026-06-25T18:01:49.819Z","short","0.92","0.92","0.91","0","","0","0","0","0","0.85","0","Break Even","0.5486","0.4289","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:SOL-EUR:SOL-EUR:htf:4h:support:59","SOL-EUR","scout_touch_rejection","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59.03","59.67","3.89","0.78","5","0.68","2.28","1.14","2.82","0","Take Profit","0.5288","0.5113","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:SOL-EUR:SOL-EUR:htf:4h:support:59","SOL-EUR","breakout_retest","closed_win","win","primary","passed","","2026-06-26T01:23:31.390Z","2026-06-26T02:13:32.410Z","short","59.2","59.6","58.61","5.16","1.03","5","0.44","1.48","0.74","2.27","-0.12","Take Profit","0.6039","0.5695","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:SOL-EUR:SOL-EUR:htf:4h:support:59","SOL-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59.03","59.67","3.89","0.78","5","0.68","2.28","1.14","2.82","0","Take Profit","0.4811","0.3801","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:SOL-EUR:SOL-EUR:htf:4h:support:59","SOL-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59.03","59.67","3.89","0.78","5","0.68","2.28","1.14","2.82","0","Take Profit","0.5052","0.3801","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:SOL-EUR:SOL-EUR:htf:4h:support:59","SOL-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59.03","59.67","3.89","0.78","5","0.68","2.28","1.14","2.82","0","Take Profit","0.4811","0.3801","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:SOL-EUR:SOL-EUR:mtf:1h:support:60","SOL-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:53:30.694Z","2026-06-26T00:58:30.786Z","long","59.7","59.62","59.81","-16.19","-3.24","5","2.24","7.46","3.73","0","-2.19","Stop Loss","0.3396","0.3027","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:SOL-EUR:SOL-EUR:mtf:1h:support:60","SOL-EUR","breakout_retest","closed_win","win","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-25T23:43:29.183Z","2026-06-25T23:53:29.389Z","short","59.66","59.73","59.54","-4.21","-0.84","5","2.56","8.52","4.26","2.03","0","Take Profit","0.3358","0.3437","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:SOL-EUR:SOL-EUR:mtf:1h:support:60","SOL-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","hard_cost_r_block;quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T00:53:30.694Z","2026-06-26T00:58:30.786Z","long","59.7","59.62","59.81","-16.19","-3.24","5","2.24","7.46","3.73","0","-2.19","Stop Loss","0.3366","0.2862","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:SOL-EUR:SOL-EUR:mtf:1h:support:60","SOL-EUR","range_bounce","closed_loss","break_even","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T04:13:34.996Z","2026-06-26T06:09:41.558Z","long","59.76","59.47","60.2","-3.09","-0.62","5","0.62","2.06","1.03","1","-0.09","Break Even","0.4277","0.327","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:SOL-EUR:SOL-EUR:mtf:1h:support:63","SOL-EUR","scout_touch_rejection","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T15:39:54.590Z","2026-06-26T15:54:54.995Z","long","63.15","62.94","63.46","-9.51","-1.9","5","0.9","3.01","1.5","0.33","-1.33","Stop Loss","0.3437","0.3368","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:SOL-EUR:SOL-EUR:mtf:1h:support:63","SOL-EUR","breakout_retest","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-26T22:04:34.781Z","2026-06-26T23:05:05.467Z","short","62.76","63.1","62.26","-7.77","-1.55","5","0.55","1.85","0.92","0","-1.2","Stop Loss","0.4331","0.4952","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:SOL-EUR:SOL-EUR:mtf:1h:support:63","SOL-EUR","mean_reversion","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T15:39:54.590Z","2026-06-26T15:54:54.995Z","long","63.15","62.94","63.46","-9.51","-1.9","5","0.9","3.01","1.5","0.33","-1.33","Stop Loss","0.329","0.3016","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:SOL-EUR:SOL-EUR:mtf:1h:support:63","SOL-EUR","liquidity_sweep_fade","closed_loss","loss","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T15:39:54.590Z","2026-06-26T15:54:54.995Z","long","63.15","62.94","63.46","-9.51","-1.9","5","0.9","3.01","1.5","0.33","-1.33","Stop Loss","0.3374","0.3016","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","scout_touch_rejection","closed_win","win","primary","passed","","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59","59.72","4.35","0.87","5","0.61","2.04","1.02","2.52","0","Take Profit","0.5988","0.562","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:breakout_retest:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","breakout_retest","closed_win","win","primary","passed","","2026-06-25T17:30:48.935Z","2026-06-25T18:05:49.818Z","short","59.11","59.46","58.6","4.76","0.95","5","0.51","1.69","0.84","1.68","0","Take Profit","0.6206","0.4829","Trending"
"magi_15_htf_mtf_revisit_trade_management_v2:mean_reversion:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","mean_reversion","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59","59.72","4.35","0.87","5","0.61","2.04","1.02","2.52","0","Take Profit","0.5882","0.5455","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:liquidity_sweep_fade:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","liquidity_sweep_fade","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59","59.72","4.35","0.87","5","0.61","2.04","1.02","2.52","0","Take Profit","0.5959","0.5455","Unknown"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:SOL-EUR:SOL-EUR:mtf:1h:support:59","SOL-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum","2026-06-25T23:18:28.684Z","2026-06-25T23:28:28.807Z","long","59.29","59","59.72","4.35","0.87","5","0.61","2.04","1.02","2.52","0","Take Profit","0.5882","0.5455","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:range_bounce:SOL-EUR:SOL-EUR:mtf:1h:support:63","SOL-EUR","range_bounce","closed_win","win","shadow_quality_blocked","blocked_shadow","quality_score_below_strategy_minimum;trend_score_below_minimum","2026-06-26T15:39:54.590Z","2026-06-26T16:04:32.967Z","long","63.15","62.77","63.71","4.88","0.98","5","0.5","1.66","0.83","1.56","-0.75","Take Profit","0.405","0.3744","Range"
"magi_15_htf_mtf_revisit_trade_management_v2:scout_touch_rejection:SOL-EUR:SOL-EUR:mtf:1h:resistance:62","SOL-EUR","scout_touch_rejection","closed_loss","loss","primary","passed","","2026-06-26T15:14:54.045Z","2026-06-26T15:19:54.120Z","short","62.02","62.29","61.63","-8.45","-1.69","5","0.69","2.3","1.15","0","-1.12","Stop Loss","0.6597","0.5468","Unknown"
